Entity,Code,Year,Wind (TWh growth - equivalent)
Cyprus,CYP,2020,0.0025299788
Cyprus,CYP,2021,0.013572574
Cyprus,CYP,2022,-0.060261726
Czechia,CZE,1991,0
Czechia,CZE,1992,0
Czechia,CZE,1993,0
Czechia,CZE,1994,0
Czechia,CZE,1995,0
Czechia,CZE,1996,0
Czechia,CZE,1997,0
Czechia,CZE,1998,0
Czechia,CZE,1999,0
Czechia,CZE,2000,0
Czechia,CZE,2001,0.0005875583
Czechia,CZE,2002,0.0040825806
Czechia,CZE,2003,0.006640333
Czechia,CZE,2004,0.01721786
Czechia,CZE,2005,0.032404996
Czechia,CZE,2006,0.07955862
Czechia,CZE,2007,0.21323778
Czechia,CZE,2008,0.3337819
Czechia,CZE,2009,0.11697668
Czechia,CZE,2010,0.12669891
Czechia,CZE,2011,0.16400701
Czechia,CZE,2012,0.044949055
Czechia,CZE,2013,0.16947162
Czechia,CZE,2014,-0.018609166
Czechia,CZE,2015,0.2510215
Czechia,CZE,2016,-0.21164596
Czechia,CZE,2017,0.24254334
Czechia,CZE,2018,0.039195657
Czechia,CZE,2019,0.23315
Czechia,CZE,2020,-0.009274721
Czechia,CZE,2021,-0.2619753
Czechia,CZE,2022,0.0979861
Denmark,DNK,1979,0.008870971
Denmark,DNK,1980,0.0133063905
Denmark,DNK,1981,0
Denmark,DNK,1982,0.02365583
Denmark,DNK,1983,0.02543028
Denmark,DNK,1984,0.018037498
Denmark,DNK,1985,0.05381722
Denmark,DNK,1986,0.2194086
Denmark,DNK,1987,0.14252695
Denmark,DNK,1988,0.34862918
Denmark,DNK,1989,0.40422028
Denmark,DNK,1990,0.53787625
Denmark,DNK,1991,0.38381732
Denmark,DNK,1992,0.51836014
Denmark,DNK,1993,0.35129023
Denmark,DNK,1994,0.30397844
Denmark,DNK,1995,0.11916661
Denmark,DNK,1996,0.14666677
Denmark,DNK,1997,2.0914786
Denmark,DNK,1998,2.6190057
Denmark,DNK,1999,0.61830616
Denmark,DNK,2000,3.5844622
Denmark,DNK,2001,0.108989716
Denmark,DNK,2002,1.5848055
Denmark,DNK,2003,1.891983
Denmark,DNK,2004,2.843275
Denmark,DNK,2005,-0.03161812
Denmark,DNK,2006,-1.5590038
Denmark,DNK,2007,2.8978214
Denmark,DNK,2008,-0.80991554
Denmark,DNK,2009,-0.6990986
Denmark,DNK,2010,2.9072456
Denmark,DNK,2011,5.2879276
Denmark,DNK,2012,1.1959152
Denmark,DNK,2013,2.1560612
Denmark,DNK,2014,5.1153755
Denmark,DNK,2015,2.629078
Denmark,DNK,2016,-3.8428497
Denmark,DNK,2017,5.1166954
Denmark,DNK,2018,-2.5530891
Denmark,DNK,2019,5.789734
Denmark,DNK,2020,0.31734848
Denmark,DNK,2021,-0.8785095
Denmark,DNK,2022,7.531101
Eastern Africa (EI),,1972,0
Eastern Africa (EI),,1973,0
Eastern Africa (EI),,1974,0
Eastern Africa (EI),,1975,0
Eastern Africa (EI),,1976,0
Eastern Africa (EI),,1977,0
Eastern Africa (EI),,1978,0
Eastern Africa (EI),,1979,0
Eastern Africa (EI),,1980,0
Eastern Africa (EI),,1981,0
Eastern Africa (EI),,1982,0
Eastern Africa (EI),,1983,0
Eastern Africa (EI),,1984,0
Eastern Africa (EI),,1985,0
Eastern Africa (EI),,1986,0
Eastern Africa (EI),,1987,0
Eastern Africa (EI),,1988,0
Eastern Africa (EI),,1989,0
Eastern Africa (EI),,1990,0
Eastern Africa (EI),,1991,0
Eastern Africa (EI),,1992,0
Eastern Africa (EI),,1993,0
Eastern Africa (EI),,1994,0
Eastern Africa (EI),,1995,0
Eastern Africa (EI),,1996,0
Eastern Africa (EI),,1997,0
Eastern Africa (EI),,1998,0
Eastern Africa (EI),,1999,0
Eastern Africa (EI),,2000,0.00029569998
Eastern Africa (EI),,2001,-0.00029569998
Eastern Africa (EI),,2002,0.00087565
Eastern Africa (EI),,2003,0.00028439995
Eastern Africa (EI),,2004,0.001433436
Eastern Africa (EI),,2005,0.0011289583
Eastern Africa (EI),,2006,0.0099355
Eastern Africa (EI),,2007,0.017445942
Eastern Africa (EI),,2008,0.014053613
Eastern Africa (EI),,2009,0.029407777
Eastern Africa (EI),,2010,0.031489715
Eastern Africa (EI),,2011,-0.011902221
Eastern Africa (EI),,2012,0.32804555
Eastern Africa (EI),,2013,0.43552086
Eastern Africa (EI),,2014,0.33781517
Eastern Africa (EI),,2015,0.89884865
Eastern Africa (EI),,2016,0.28791428
Eastern Africa (EI),,2017,-0.27515435
Eastern Africa (EI),,2018,0.17545033
Eastern Africa (EI),,2019,3.5755587
Eastern Africa (EI),,2020,-0.6737323
Eastern Africa (EI),,2021,1.5862637
Eastern Africa (EI),,2022,0.3962531
Ecuador,ECU,1991,0
Ecuador,ECU,1992,0
Ecuador,ECU,1993,0
Ecuador,ECU,1994,0
Ecuador,ECU,1995,0
Ecuador,ECU,1996,0
Ecuador,ECU,1997,0
Ecuador,ECU,1998,0
Ecuador,ECU,1999,0
Ecuador,ECU,2000,0
Ecuador,ECU,2001,0
Ecuador,ECU,2002,0
Ecuador,ECU,2003,0
Ecuador,ECU,2004,0
Ecuador,ECU,2005,0
Ecuador,ECU,2006,0
Ecuador,ECU,2007,0.0027205527
Ecuador,ECU,2008,0.004817308
Ecuador,ECU,2009,0.0014111395
Ecuador,ECU,2010,0.0005846936
Ecuador,ECU,2011,-0.00030691642
Ecuador,ECU,2012,-0.002650611
Ecuador,ECU,2013,0.147963
Ecuador,ECU,2014,0.061491102
Ecuador,ECU,2015,0.050052494
Ecuador,ECU,2016,-0.041321933
Ecuador,ECU,2017,-0.029422224
Ecuador,ECU,2018,0.017001674
Ecuador,ECU,2019,0.013106376
Ecuador,ECU,2020,-0.022959724
Ecuador,ECU,2021,-0.040226668
Ecuador,ECU,2022,-0.0042680353
Egypt,EGY,1986,0
Egypt,EGY,1987,0
Egypt,EGY,1988,0
Egypt,EGY,1989,0
Egypt,EGY,1990,0
Egypt,EGY,1991,0
Egypt,EGY,1992,0
Egypt,EGY,1993,0
Egypt,EGY,1994,0
Egypt,EGY,1995,0
Egypt,EGY,1996,0
Egypt,EGY,1997,0
Egypt,EGY,1998,0
Egypt,EGY,1999,0.035483886
Egypt,EGY,2000,0.20255388
Egypt,EGY,2001,0.28782642
Egypt,EGY,2002,0.094388306
Egypt,EGY,2003,0.20918304
Egypt,EGY,2004,0.62306255
Egypt,EGY,2005,0.008161068
Egypt,EGY,2006,0.2609831
Egypt,EGY,2007,0.15147662
Egypt,EGY,2008,0.73970985
Egypt,EGY,2009,0.28375506
Egypt,EGY,2010,1.014605
Egypt,EGY,2011,0.21251702
Egypt,EGY,2012,-0.45992327
Egypt,EGY,2013,0.6330652
Egypt,EGY,2014,-1.511549
Egypt,EGY,2015,2.3166595
Egypt,EGY,2016,1.3140788
Egypt,EGY,2017,-0.8018427
Egypt,EGY,2018,2.2895217
Egypt,EGY,2019,5.222601
Egypt,EGY,2020,0.61531734
Egypt,EGY,2021,0.33709812
Egypt,EGY,2022,-0.66940117
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0
Estonia,EST,1996,0
Estonia,EST,1997,0
Estonia,EST,1998,0
Estonia,EST,1999,0
Estonia,EST,2000,0
Estonia,EST,2001,0
Estonia,EST,2002,0.0040863613
Estonia,EST,2003,0.013604387
Estonia,EST,2004,0.004209807
Estonia,EST,2005,0.1324375
Estonia,EST,2006,0.06276639
Estonia,EST,2007,0.040209174
Estonia,EST,2008,0.11642417
Estonia,EST,2009,0.17084113
Estonia,EST,2010,0.2242564
Estonia,EST,2011,0.24634969
Estonia,EST,2012,0.17481494
Estonia,EST,2013,0.25174606
Estonia,EST,2014,0.19454896
Estonia,EST,2015,0.28918028
Estonia,EST,2016,-0.3353151
Estonia,EST,2017,0.3339529
Estonia,EST,2018,-0.24143064
Estonia,EST,2019,0.12823057
Estonia,EST,2020,0.40567505
Estonia,EST,2021,-0.29856384
Estonia,EST,2022,-0.19438112
Europe,,1966,0
Europe,,1967,0
Europe,,1968,0
Europe,,1969,0
Europe,,1970,0
Europe,,1971,0
Europe,,1972,0
Europe,,1973,0
Europe,,1974,0
Europe,,1975,0
Europe,,1976,0
Europe,,1977,0
Europe,,1978,0.008870971
Europe,,1979,0.008870971
Europe,,1980,0.0133063905
Europe,,1981,0
Europe,,1982,0.02365583
Europe,,1983,0.034301255
Europe,,1984,0.023951463
Europe,,1985,0.05677423
Europe,,1986,0.2253226
Europe,,1987,0.16913983
Europe,,1988,0.410726
Europe,,1989,0.5491127
Europe,,1990,0.7808236
Europe,,1991,0.5913019
Europe,,1992,1.6417799
Europe,,1993,2.2377844
Europe,,1994,2.0598664
Europe,,1995,2.617508
Europe,,1996,2.8575048
Europe,,1997,7.2928457
Europe,,1998,11.452675
Europe,,1999,9.0352745
Europe,,2000,24.181873
Europe,,2001,12.649307
Europe,,2002,27.425873
Europe,,2003,23.726913
Europe,,2004,42.101578
Europe,,2005,32.76889
Europe,,2006,33.096085
Europe,,2007,62.153336
Europe,,2008,40.74655
Europe,,2009,35.153534
Europe,,2010,41.675995
Europe,,2011,84.957886
Europe,,2012,70.85599
Europe,,2013,82.07599
Europe,,2014,38.949768
Europe,,2015,133.47021
Europe,,2016,-4.8345947
Europe,,2017,152.13367
Europe,,2018,39.649353
Europe,,2019,140.03241
Europe,,2020,130.60327
Europe,,2021,-51.208374
Europe,,2022,131.07056
Europe (EI),,1966,0
Europe (EI),,1967,0
Europe (EI),,1968,0
Europe (EI),,1969,0
Europe (EI),,1970,0
Europe (EI),,1971,0
Europe (EI),,1972,0
Europe (EI),,1973,0
Europe (EI),,1974,0
Europe (EI),,1975,0
Europe (EI),,1976,0
Europe (EI),,1977,0
Europe (EI),,1978,0.008870971
Europe (EI),,1979,0.008870971
Europe (EI),,1980,0.0133063905
Europe (EI),,1981,0
Europe (EI),,1982,0.02365583
Europe (EI),,1983,0.034301113
Europe (EI),,1984,0.023951665
Europe (EI),,1985,0.05677417
Europe (EI),,1986,0.22532275
Europe (EI),,1987,0.16913974
Europe (EI),,1988,0.41072583
Europe (EI),,1989,0.5491127
Europe (EI),,1990,0.7808237
Europe (EI),,1991,0.59130216
Europe (EI),,1992,1.6417797
Europe (EI),,1993,2.2377844
Europe (EI),,1994,2.0598674
Europe (EI),,1995,2.617507
Europe (EI),,1996,2.8575048
Europe (EI),,1997,7.2928457
Europe (EI),,1998,11.468937
Europe (EI),,1999,9.079632
Europe (EI),,2000,24.214401
Europe (EI),,2001,12.730377
Europe (EI),,2002,27.373672
Europe (EI),,2003,23.758034
Europe (EI),,2004,42.091614
Europe (EI),,2005,32.772324
Europe (EI),,2006,33.303177
Europe (EI),,2007,62.77092
Europe (EI),,2008,42.136536
Europe (EI),,2009,36.955017
Europe (EI),,2010,45.59366
Europe (EI),,2011,89.88318
Europe (EI),,2012,73.88922
Europe (EI),,2013,86.60028
Europe (EI),,2014,41.18347
Europe (EI),,2015,141.54938
Europe (EI),,2016,5.2372437
Europe (EI),,2017,158.20483
Europe (EI),,2018,44.520935
Europe (EI),,2019,144.15588
Europe (EI),,2020,136.32056
Europe (EI),,2021,-37.925415
Europe (EI),,2022,136.23987
European Union (27),,1966,0
European Union (27),,1967,0
European Union (27),,1968,0
European Union (27),,1969,0
European Union (27),,1970,0
European Union (27),,1971,0
European Union (27),,1972,0
European Union (27),,1973,0
European Union (27),,1974,0
European Union (27),,1975,0
European Union (27),,1976,0
European Union (27),,1977,0
European Union (27),,1978,0.008870971
European Union (27),,1979,0.008870971
European Union (27),,1980,0.0133063905
European Union (27),,1981,0
European Union (27),,1982,0.02365583
European Union (27),,1983,0.034301113
European Union (27),,1984,0.023951665
European Union (27),,1985,0.05677417
European Union (27),,1986,0.22532275
European Union (27),,1987,0.16913974
European Union (27),,1988,0.41072583
European Union (27),,1989,0.52250004
European Union (27),,1990,0.78082335
European Union (27),,1991,0.5913024
European Union (27),,1992,1.570812
European Union (27),,1993,1.6717358
European Union (27),,1994,1.6778722
European Union (27),,1995,2.4727187
European Union (27),,1996,2.5736046
European Union (27),,1997,6.7547626
European Union (27),,1998,10.819889
European Union (27),,1999,9.073671
European Union (27),,2000,23.865887
European Union (27),,2001,12.588444
European Union (27),,2002,26.41726
European Union (27),,2003,23.213463
European Union (27),,2004,40.13624
European Union (27),,2005,29.285995
European Union (27),,2006,28.981369
European Union (27),,2007,58.545532
European Union (27),,2008,35.67682
European Union (27),,2009,29.009308
European Union (27),,2010,39.278534
European Union (27),,2011,68.16089
European Union (27),,2012,59.181763
European Union (27),,2013,57.21472
European Union (27),,2014,27.048767
European Union (27),,2015,110.52777
European Union (27),,2016,5.492859
European Union (27),,2017,116.87097
European Union (27),,2018,17.087708
European Union (27),,2019,112.48767
European Union (27),,2020,83.0495
European Union (27),,2021,-32.65808
European Union (27),,2022,85.311646
Finland,FIN,1991,0
Finland,FIN,1992,0.005913972
Finland,FIN,1993,0.005913972
Finland,FIN,1994,0.008870972
Finland,FIN,1995,0.011828028
Finland,FIN,1996,0
Finland,FIN,1997,0.01774194
Finland,FIN,1998,0.017741945
Finland,FIN,1999,0.07688167
Finland,FIN,2000,0.085752785
Finland,FIN,2001,-0.02500002
Finland,FIN,2002,-0.018839985
Finland,FIN,2003,0.082906365
Finland,FIN,2004,0.077077776
Finland,FIN,2005,0.13982475
Finland,FIN,2006,-0.04375252
Finland,FIN,2007,0.08988473
Finland,FIN,2008,0.19932997
Finland,FIN,2009,0.040454745
Finland,FIN,2010,0.044368923
Finland,FIN,2011,0.51109684
Finland,FIN,2012,0.027404666
Finland,FIN,2013,0.75323224
Finland,FIN,2014,0.8908036
Finland,FIN,2015,3.268076
Finland,FIN,2016,1.9457483
Finland,FIN,2017,4.5481358
Finland,FIN,2018,2.6861248
Finland,FIN,2019,0.4335413
Finland,FIN,2020,4.966814
Finland,FIN,2021,0.5562
Finland,FIN,2022,9.630722
France,FRA,1991,0.0006448527
France,FRA,1992,0
France,FRA,1993,0.0056554694
France,FRA,1994,0.006806444
France,FRA,1995,0.0000301674
France,FRA,1996,0.008031193
France,FRA,1997,0.01093564
France,FRA,1998,0.024746388
France,FRA,1999,0.051591113
France,FRA,2000,0.032691374
France,FRA,2001,0.24291472
France,FRA,2002,0.38864082
France,FRA,2003,0.35175687
France,FRA,2004,0.5893351
France,FRA,2005,1.0400208
France,FRA,2006,3.4540691
France,FRA,2007,5.299744
France,FRA,2008,4.492054
France,FRA,2009,6.0954666
France,FRA,2010,5.5071945
France,FRA,2011,6.3657627
France,FRA,2012,7.4562263
France,FRA,2013,2.3296738
France,FRA,2014,2.9776535
France,FRA,2015,10.762959
France,FRA,2016,-0.45318222
France,FRA,2017,8.275661
France,FRA,2018,10.167015
France,FRA,2019,15.760223
France,FRA,2020,13.149414
France,FRA,2021,-8.166122
France,FRA,2022,2.8630219
Germany,DEU,1987,0.002956972
Germany,DEU,1988,0.017741945
Germany,DEU,1989,0.05322575
Germany,DEU,1990,0.13306443
Germany,DEU,1991,0.085752785
Germany,DEU,1992,0.51747304
Germany,DEU,1993,0.9610216
Germany,DEU,1994,0.91370964
Germany,DEU,1995,1.7475803
Germany,DEU,1996,1.5731182
Germany,DEU,1997,2.761828
Germany,DEU,1998,4.5034943
Germany,DEU,1999,3.0723114
Germany,DEU,2000,11.745161
Germany,DEU,2001,2.7553768
Germany,DEU,2002,15.270811
Germany,DEU,2003,9.237083
Germany,DEU,2004,19.623032
Germany,DEU,2005,4.5507507
Germany,DEU,2006,9.601006
Germany,DEU,2007,25.408989
Germany,DEU,2008,1.7558136
Germany,DEU,2009,-6.205551
Germany,DEU,2010,-3.0984726
Germany,DEU,2011,30.548004
Germany,DEU,2012,4.164978
Germany,DEU,2013,2.0271454
Germany,DEU,2014,14.743729
Germany,DEU,2015,58.644104
Germany,DEU,2016,-3.1586456
Germany,DEU,2017,67.320206
Germany,DEU,2018,9.620605
Germany,DEU,2019,40.95273
Germany,DEU,2020,15.084991
Germany,DEU,2021,-46.94394
Germany,DEU,2022,26.645966
Greece,GRC,1988,0
Greece,GRC,1989,0
Greece,GRC,1990,0.002956972
Greece,GRC,1991,0
Greece,GRC,1992,0.017741945
Greece,GRC,1993,0.1153227
Greece,GRC,1994,-0.029570006
Greece,GRC,1995,-0.008871108
Greece,GRC,1996,0.01182805
Greece,GRC,1997,-0.005913891
Greece,GRC,1998,0.10053751
Greece,GRC,1999,0.27204305
Greece,GRC,2000,0.85457
Greece,GRC,2001,0.88736534
Greece,GRC,2002,-0.32080615
Greece,GRC,2003,1.060865
Greece,GRC,2004,0.26862812
Greece,GRC,2005,0.39672112
Greece,GRC,2006,1.2089715
Greece,GRC,2007,0.3052678
Greece,GRC,2008,1.1595354
Greece,GRC,2009,0.8017163
Greece,GRC,2010,0.43087912
Greece,GRC,2011,1.6128201
Greece,GRC,2012,1.4113159
Greece,GRC,2013,0.7239933
Greece,GRC,2014,-1.2881651
Greece,GRC,2015,2.4515657
Greece,GRC,2016,1.331481
Greece,GRC,2017,0.9597721
Greece,GRC,2018,1.9332371
Greece,GRC,2019,2.4851246
Greece,GRC,2020,5.2971344
Greece,GRC,2021,2.9795494
Greece,GRC,2022,0.93367386
High-income countries,,1966,0
High-income countries,,1967,0
High-income countries,,1968,0
High-income countries,,1969,0
High-income countries,,1970,0
High-income countries,,1971,0
High-income countries,,1972,0
High-income countries,,1973,0
High-income countries,,1974,0
High-income countries,,1975,0
High-income countries,,1976,0
High-income countries,,1977,0
High-income countries,,1978,0.008870971
High-income countries,,1979,0.008870971
High-income countries,,1980,0.0133063905
High-income countries,,1981,0
High-income countries,,1982,0.02365583
High-income countries,,1983,0.042270195
High-income countries,,1984,0.03536722
High-income countries,,1985,0.057556808
High-income countries,,1986,0.22062425
High-income countries,,1987,0.16720438
High-income countries,,1988,0.40275115
High-income countries,,1989,6.8548822
High-income countries,,1990,2.8043213
High-income countries,,1991,1.0762215
High-income countries,,1992,1.6231604
High-income countries,,1993,2.602459
High-income countries,,1994,3.3877907
High-income countries,,1995,1.7742405
High-income countries,,1996,3.0993462
High-income countries,,1997,7.471298
High-income countries,,1998,10.737385
High-income countries,,1999,13.920555
High-income countries,,2000,28.530556
High-income countries,,2001,17.076225
High-income countries,,2002,39.39441
High-income countries,,2003,28.468124
High-income countries,,2004,53.862656
High-income countries,,2005,48.738846
High-income countries,,2006,64.389984
High-income countries,,2007,90.78061
High-income countries,,2008,104.61426
High-income countries,,2009,100.49005
High-income countries,,2010,107.9104
High-income countries,,2011,165.32605
High-income countries,,2012,131.87097
High-income countries,,2013,158.56519
High-income countries,,2014,80.09363
High-income countries,,2015,200.96753
High-income countries,,2016,105.485596
High-income countries,,2017,227.9884
High-income countries,,2018,98.31433
High-income countries,,2019,205.78589
High-income countries,,2020,255.6416
High-income countries,,2021,60.632812
High-income countries,,2022,306.17798
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2001,0
Hong Kong,HKG,2002,0
Hong Kong,HKG,2003,0
Hong Kong,HKG,2004,0
Hong Kong,HKG,2005,0
Hong Kong,HKG,2006,0.001974711
Hong Kong,HKG,2007,0.00047118077
Hong Kong,HKG,2008,-0.00017817505
Hong Kong,HKG,2009,0.0008014778
Hong Kong,HKG,2010,-0.0001798058
Hong Kong,HKG,2011,-0.0004948776
Hong Kong,HKG,2012,0.0004927388
Hong Kong,HKG,2013,-0.0006088
Hong Kong,HKG,2014,0.00015973882
Hong Kong,HKG,2015,-0.0002541889
Hong Kong,HKG,2016,-0.00086689705
Hong Kong,HKG,2017,0.0014639528
Hong Kong,HKG,2018,-0.00092904735
Hong Kong,HKG,2019,-0.0000068277586
Hong Kong,HKG,2020,0.0002558499
Hong Kong,HKG,2021,0.0005836806
Hong Kong,HKG,2022,-0.000009791693
Hungary,HUN,1991,0
Hungary,HUN,1992,0
Hungary,HUN,1993,0
Hungary,HUN,1994,0
Hungary,HUN,1995,0
Hungary,HUN,1996,0
Hungary,HUN,1997,0
Hungary,HUN,1998,0
Hungary,HUN,1999,0
Hungary,HUN,2000,0
Hungary,HUN,2001,0.0029377777
Hungary,HUN,2002,-0.000018944498
Hungary,HUN,2003,0.008681667
Hungary,HUN,2004,0.005689416
Hungary,HUN,2005,0.01134425
Hungary,HUN,2006,0.093718335
Hungary,HUN,2007,0.1886858
Hungary,HUN,2008,0.2650236
Hungary,HUN,2009,0.34832585
Hungary,HUN,2010,0.5383423
Hungary,HUN,2011,0.2641877
Hungary,HUN,2012,0.38761067
Hungary,HUN,2013,-0.15793729
Hungary,HUN,2014,-0.17796016
Hungary,HUN,2015,0.08759868
Hungary,HUN,2016,-0.035135865
Hungary,HUN,2017,0.18616414
Hungary,HUN,2018,-0.4113016
Hungary,HUN,2019,0.3156675
Hungary,HUN,2020,-0.20140445
Hungary,HUN,2021,0.017253876
Hungary,HUN,2022,-0.16141355
Iceland,ISL,1991,0
Iceland,ISL,1992,0
Iceland,ISL,1993,0
Iceland,ISL,1994,0
Iceland,ISL,1995,0
Iceland,ISL,1996,0
Iceland,ISL,1997,0
Iceland,ISL,1998,0
Iceland,ISL,1999,0
Iceland,ISL,2000,0
Iceland,ISL,2001,0
Iceland,ISL,2002,0
Iceland,ISL,2003,0
Iceland,ISL,2004,0
Iceland,ISL,2005,0
Iceland,ISL,2006,0
Iceland,ISL,2007,0
Iceland,ISL,2008,0
Iceland,ISL,2009,0
Iceland,ISL,2010,0
Iceland,ISL,2011,0.000021892694
Iceland,ISL,2012,-0.000021892694
Iceland,ISL,2013,0.014948222
Iceland,ISL,2014,0.007769027
Iceland,ISL,2015,0.00662053
Iceland,ISL,2016,-0.004682863
Iceland,ISL,2017,-0.0030269157
Iceland,ISL,2018,-0.010084694
Iceland,ISL,2019,0.0057728887
Iceland,ISL,2020,0.000175694
Iceland,ISL,2021,-0.0015641674
Iceland,ISL,2022,-0.0009810263
India,IND,1966,0
India,IND,1967,0
India,IND,1968,0
India,IND,1969,0
India,IND,1970,0
India,IND,1971,0
India,IND,1972,0
India,IND,1973,0
India,IND,1974,0
India,IND,1975,0
India,IND,1976,0
India,IND,1977,0
India,IND,1978,0
India,IND,1979,0
India,IND,1980,0
India,IND,1981,0
India,IND,1982,0
India,IND,1983,0
India,IND,1984,0
India,IND,1985,0
India,IND,1986,0
India,IND,1987,0
India,IND,1988,0
India,IND,1989,0
India,IND,1990,0.08960583
India,IND,1991,0.24426776
India,IND,1992,-0.07226887
India,IND,1993,0.018629164
India,IND,1994,0.28537884
India,IND,1995,0.9024437
India,IND,1996,1.1293037
India,IND,1997,0.32414508
India,IND,1998,0.26908612
India,IND,1999,1.0852151
India,IND,2000,0.40215063
India,IND,2001,1.4473305
India,IND,2002,-0.03951788
India,IND,2003,1.4675455
India,IND,2004,7.5045547
India,IND,2005,2.0968409
India,IND,2006,9.413687
India,IND,2007,6.466133
India,IND,2008,7.3690453
India,IND,2009,5.03664
India,IND,2010,8.562553
India,IND,2011,12.073349
India,IND,2012,9.142303
India,IND,2013,6.5642776
India,IND,2014,8.849899
India,IND,2015,-2.4609756
India,IND,2016,28.152916
India,IND,2017,23.737244
India,IND,2018,19.505417
India,IND,2019,7.327362
India,IND,2020,-8.194733
India,IND,2021,19.480804
India,IND,2022,4.436554
Indonesia,IDN,1966,0
Indonesia,IDN,1967,0
Indonesia,IDN,1968,0
Indonesia,IDN,1969,0
Indonesia,IDN,1970,0
Indonesia,IDN,1971,0
Indonesia,IDN,1972,0
Indonesia,IDN,1973,0
Indonesia,IDN,1974,0
Indonesia,IDN,1975,0
Indonesia,IDN,1976,0
Indonesia,IDN,1977,0
Indonesia,IDN,1978,0
Indonesia,IDN,1979,0
Indonesia,IDN,1980,0
Indonesia,IDN,1981,0
Indonesia,IDN,1982,0
Indonesia,IDN,1983,0
Indonesia,IDN,1984,0
Indonesia,IDN,1985,0
Indonesia,IDN,1986,0
Indonesia,IDN,1987,0
Indonesia,IDN,1988,0
Indonesia,IDN,1989,0
Indonesia,IDN,1990,0
Indonesia,IDN,1991,0
Indonesia,IDN,1992,0
Indonesia,IDN,1993,0
Indonesia,IDN,1994,0
Indonesia,IDN,1995,0
Indonesia,IDN,1996,0
Indonesia,IDN,1997,0
Indonesia,IDN,1998,0
Indonesia,IDN,1999,0
Indonesia,IDN,2000,0
Indonesia,IDN,2001,0
Indonesia,IDN,2002,0
Indonesia,IDN,2003,0
Indonesia,IDN,2004,0
Indonesia,IDN,2005,0
Indonesia,IDN,2006,0
Indonesia,IDN,2007,0.000056552497
Indonesia,IDN,2008,0.00070216414
Indonesia,IDN,2009,0.009490534
Indonesia,IDN,2010,-0.00014614034
Indonesia,IDN,2011,0.002834973
Indonesia,IDN,2012,-0.00029775035
Indonesia,IDN,2013,-0.0123677915
Indonesia,IDN,2014,-0.00027254166
Indonesia,IDN,2015,0.0099639995
Indonesia,IDN,2016,0.0052683335
Indonesia,IDN,2017,-0.015232333
Indonesia,IDN,2018,0.50263524
Indonesia,IDN,2019,0.77317524
Indonesia,IDN,2020,-0.028323054
Indonesia,IDN,2021,-0.103999615
Indonesia,IDN,2022,-0.21534789
Iran,IRN,1991,0
Iran,IRN,1992,0
Iran,IRN,1993,0
Iran,IRN,1994,0
Iran,IRN,1995,0
Iran,IRN,1996,0
Iran,IRN,1997,0
Iran,IRN,1998,0
Iran,IRN,1999,0.10349472
Iran,IRN,2000,0.0044352785
Iran,IRN,2001,-0.008926667
Iran,IRN,2002,-0.01056277
Iran,IRN,2003,-0.008397229
Iran,IRN,2004,0.05337721
Iran,IRN,2005,0.06959556
Iran,IRN,2006,0.15351304
Iran,IRN,2007,0.041882783
Iran,IRN,2008,0.15179753
Iran,IRN,2009,0.0815019
Iran,IRN,2010,-0.1626386
Iran,IRN,2011,0.115761995
Iran,IRN,2012,0.19113296
Iran,IRN,2013,-0.17910105
Iran,IRN,2014,-0.055047214
Iran,IRN,2015,-0.1621103
Iran,IRN,2016,0.037908614
Iran,IRN,2017,0.42867252
Iran,IRN,2018,1.138005
Iran,IRN,2019,-0.08112335
Iran,IRN,2020,1.0540296
Iran,IRN,2021,0.0013461113
Iran,IRN,2022,0.29139924
Iraq,IRQ,1991,0
Iraq,IRQ,1992,0
Iraq,IRQ,1993,0
Iraq,IRQ,1994,0
Iraq,IRQ,1995,0
Iraq,IRQ,1996,0
Iraq,IRQ,1997,0
Iraq,IRQ,1998,0
Iraq,IRQ,1999,0
Iraq,IRQ,2000,0
Iraq,IRQ,2001,0
Iraq,IRQ,2002,0
Iraq,IRQ,2003,0
Iraq,IRQ,2004,0
Iraq,IRQ,2005,0
Iraq,IRQ,2006,0
Iraq,IRQ,2007,0
Iraq,IRQ,2008,0
Iraq,IRQ,2009,0
Iraq,IRQ,2010,0
Iraq,IRQ,2011,0
Iraq,IRQ,2012,0
Iraq,IRQ,2013,0
Iraq,IRQ,2014,0
Iraq,IRQ,2015,0
Iraq,IRQ,2016,0
Iraq,IRQ,2017,0
Iraq,IRQ,2018,0
Iraq,IRQ,2019,0
Iraq,IRQ,2020,0
Iraq,IRQ,2021,0
Iraq,IRQ,2022,0
Ireland,IRL,1991,0
Ireland,IRL,1992,0.014787611
Ireland,IRL,1993,0.029575165
Ireland,IRL,1994,0.011830002
Ireland,IRL,1995,-0.008872502
Ireland,IRL,1996,-0.005915001
Ireland,IRL,1997,0.10647084
Ireland,IRL,1998,0.35194498
Ireland,IRL,1999,0.05323556
